,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
102,Kenya,KEN,,,,,,,,,,,,,,,,,,,,,100.7246377,88.11188811,81.61764706,77.37226277,87.02290076,76.69172932,85.49618321,77.86259542,81.06060606,79.36507937,70.14925373,78.68852459,81.03448276,94.87179487,107.2289157,103.8834951,108.2474227,114.0186916,109.9099099,98.07692308,100,94.39081957,90.88274002,91.03849087,97.07417879,98.87310349,98.24311616,95.37028058,94.99223574,105.7432784,104.537767,100.3850961,99.98492429,96.26545117,97.09315444,109.6854627,108.9979037,114.6100399,108.123074,107.0607622,106.1057818,
108,Kyrgyz Republic,KGZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.2975827,105.5837981,113.0527427,113.625999,106.7415091,107.9091063,107.6798519,109.4533376,112.5547814,119.629021,123.0868162,121.9508827,116.0852413,112.4330333,116.9035233,126.0726986,128.2227704,124.5635751,130.3905431,152.2557021,
105,"Korea, Rep.",KOR,,,,,,,,,,,,,,,,,,,,,114.2857143,111.8644068,117.4311927,118.2692308,119.8113208,120.7920792,131.5789474,134.3137255,138.0530973,138.2608696,133.3333333,134.1880342,134.2105263,132.4324324,137.2727273,138.4615385,125.8928571,121.9047619,117.2413793,114.9425287,100,92.90823971,92.0722567,88.51957927,85.31032006,77.45858368,70.40444061,65.94362332,58.81489765,61.31065089,56.82242124,51.05174842,50.19474083,51.85720989,52.72107905,59.02676024,59.61550849,59.40316948,56.3331208,54.0062852,56.04735537,
109,Lao PDR,LAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.9890938,102.7296947,100.5825397,95.16649653,90.5315736,101.243457,98.81497921,94.45245618,94.48514397,110.4986234,110.415489,101.9418709,98.81122981,98.56288183,96.36623569,96.81849635,103.0626324,110.4699429,107.8254115,105.9093856,
181,Sri Lanka,LKA,,,,,,,,,,,,,,,,,,,,,87.17948718,80.76923077,76,94.20289855,114.9253731,94.11764706,90.16393443,92.42424242,88,85,82.41758242,80.43478261,95.6043956,100,98.88888889,99,100,105,,,100,101.9700093,101.260501,122.1465011,119.1015239,114.389202,107.8387374,107.7123577,95.74288881,111.9800198,109.8962502,99.79717962,98.45755033,103.0551429,107.3425713,110.0882088,114.5264448,115.9619524,116.256546,114.193869,117.0851852,
112,Lesotho,LSO,,,,,,,,,,,,,,,,,,,,,131,116,106.5217391,102.020202,102.4390244,100,93.15068493,63.73626374,101.0638298,100,100,88.70967742,100.8196721,100,100,100,100,100,100,99.05660377,100,100.3381192,101.4142826,94.68136911,88.22879475,86.73865714,84.30635859,81.78041252,74.99744355,81.94029471,77.60036331,74.20910367,77.49089699,76.63719228,78.50530387,85.39802057,88.22333032,82.60006681,78.7531913,78.61149222,78.64114828,
116,Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.73802521,99.07722445,103.1630961,104.2127647,100.5487065,97.63114284,98.80714579,95.59321982,96.65580806,94.5517114,93.88788638,93.70837758,94.37229186,96.39563337,98.50105395,99.29987929,98.65455398,98.10743031,98.75915386,100.6642287,
117,Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.78730737,100.3951193,94.70325703,89.72408886,88.91221581,85.84465066,85.15535139,82.07575403,82.90308886,79.77488031,77.90731105,75.34776834,75.01705656,73.4594232,75.74993753,73.77014629,72.83363701,71.18666993,70.04589933,70.34010973,
110,Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.1751494,104.5917962,103.986395,106.5504234,103.5454073,102.4547845,107.9544843,103.5965341,103.5116068,106.0703122,104.8307651,101.9253334,103.2123828,103.6230272,105.1109852,106.8349758,105.5434673,107.5523603,107.906601,109.2707661,
134,Morocco,MAR,,,,,,,,,,,,,,,,,,,,,90.16393443,85.34482759,89.10891089,80.1980198,79.7979798,78.78787879,82.85714286,82.30088496,92.59259259,89.18918919,84.92063492,88.79310345,92.03539823,88.18181818,79.67479675,89.0625,91.53846154,94.7826087,105.8823529,103.8834951,100,96.87879133,101.0075971,105.4345848,104.676179,99.34864491,100.3030027,98.35365105,115.958114,106.4576175,104.8920643,104.8920643,123.8066892,122.7638019,121.1111347,117.6284646,118.3414079,111.6707876,107.6223666,107.7919379,113.4404345,
130,Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.48453608,100.2498017,98.81424372,92.93762571,85.93547582,82.19058124,81.2629223,76.57467679,74.24782197,75.15995737,73.629551,72.13453474,71.04158724,68.47160734,72.39673133,74.42871657,74.33987828,71.5997053,71.17428726,81.48528847,
119,Madagascar,MDG,,,,,,,,,,,,,,,,,,,,,83.33333333,82.60869565,92.1875,100,106.779661,96.55172414,112.0689655,94.36619718,94.36619718,70.51282051,80.95238095,72.09302326,71.11111111,71.59090909,77.65957447,79.61165049,81.55339806,84.69387755,93.75,88.88888889,100,90.33784512,86.42793527,85.33388203,80.95930666,75.05315666,73.96757619,73.79903912,70.7217945,73.87268042,77.52443758,79.99792701,80.26645591,79.64288329,86.2614132,89.14861063,86.16275082,77.4746837,67.08503679,66.13566232,63.78483785,
122,Maldives,MDV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.9395832,104.1025644,97.21942165,93.508424,97.58990793,99.59912345,95.29480389,88.4692392,96.35977531,98.32117824,91.18424537,90.36007659,93.07445223,97.01172652,105.4529241,108.1599644,113.4149646,117.0822901,116.4793032,109.961217,
128,Mexico,MEX,,,,,,,,,,,,,,,,,,,,,305.3571429,306.557377,245.3125,207.3529412,197.1428571,173.9130435,109.3333333,113.253012,90.32258065,90.32258065,102.1505376,97.84946237,96.90721649,97.91666667,95.91836735,92.45283019,96.11650485,97.05882353,94,95,100,97.24623099,99.95943305,102.4553141,108.3788685,111.6618995,114.8639527,114.4934284,115.9905196,103.0454351,110.8795088,118.426444,114.1146652,114.0374804,108.2013388,93.55396074,87.87419067,91.79148495,93.9821409,94.86131884,90.59957661,
146,North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.99911874,98.11581021,96.6492475,96.12195002,95.38925997,94.51435415,94.71167277,92.4294216,95.89723968,92.90851168,86.33131998,86.96097676,88.97563241,91.32989364,97.34150277,96.76054277,95.40190031,94.40181164,94.53062646,93.88851782,
123,Mali,MLI,,,,,,,,,,,,,,,,,,,,,116.40625,107.1428571,109.8039216,119.3548387,124.7058824,121.1764706,112,126.8518519,128.440367,130.6930693,134.7826087,126.9565217,113.3333333,109.4827586,100.8849558,109.6,110.7438017,106.5420561,111.7647059,100.990099,100,95.82623065,103.6005066,122.0510139,114.2230745,99.91534671,111.9086105,115.0210652,119.628991,137.3549836,162.7840068,178.8726603,174.4047577,157.4405175,145.9780952,148.5981406,166.2290382,162.8615148,153.780442,166.3087045,207.543485,
124,Malta,MLT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.8064599,105.8726441,103.9619245,100.3865196,95.77303638,102.842227,106.1634844,109.9970875,123.3342621,131.2104847,136.1128881,119.5687325,124.8980825,125.1692466,138.2553308,140.9667068,137.4188118,137.9630438,140.2519936,153.8432875,
133,Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.87780943,103.5658925,104.4188108,119.3800551,121.6420044,168.2694718,174.3012444,184.2345486,167.7292396,206.2564806,209.3203716,193.6976527,179.3929937,164.3157593,150.8303182,152.525823,188.1836594,190.3785721,186.4192574,173.0011719,
135,Mozambique,MOZ,,,,,,,,,,,,,,,,,,,,,240.2777778,254.6666667,223.2876712,225.7142857,220.6349206,215.3846154,220.8333333,216.0493827,195.4545455,183.5164835,175,178,141.4141414,135.0515464,162.195122,151.0638298,115.1515152,115.8415842,116.6666667,117.7083333,100,97.31114728,91.94023623,93.8744436,100.740016,103.7951677,122.1375581,116.1833877,106.9447683,91.5903093,104.1614226,102.5086604,97.06782274,93.11584957,93.4519165,91.03386679,91.34460242,102.1743467,104.5008225,97.28722867,89.55534921,
126,Mauritania,MRT,,,,,,,,,,,,,,,,,,,,,72.26277372,79.38931298,80.8,77.04918033,80.70175439,88.03418803,93.27731092,93.75,86.5248227,97.14285714,97.31543624,104.0816327,109.8039216,120.2702703,97.03703704,102.2058824,93.75,102.9411765,103.3333333,103.7735849,100,99.10920681,98.61965615,94.36115388,96.87808221,126.7412742,136.4258129,132.7437433,155.8663951,142.9250345,179.6435029,173.574672,156.8980778,163.9011948,146.4325422,132.9522807,138.8555031,149.0831468,143.2551731,163.7262566,176.478477,
120,Malawi,MWI,,,,,,,,,,,,,,,,,,,,,163.3333333,195.2380952,200,185.9649123,191.0714286,167.3469388,144.8275862,137.3134328,129.3333333,138.1578947,148.2352941,157.4712644,127.7777778,114.1176471,89.32038835,105.6603774,112.3809524,117.1428571,103.0927835,106.122449,100,101.3026929,92.82084567,87.96565528,84.34473267,83.23873813,86.58571696,86.30023612,79.09849333,97.0066074,97.75065868,100.2494796,95.07761879,92.97637877,96.75118482,107.249583,113.1412077,110.261896,104.345916,100.9760248,97.27795315,
121,Malaysia,MYS,,,,,,,,,,,,,,,,,,,,,71.42857143,62.28070175,64.48598131,70.58823529,86.31578947,80.21978022,75.30864198,87.5,88.88888889,94.23076923,102.7272727,109.1743119,109.0909091,108.5714286,110.1851852,108.5470085,112.0689655,111.2149533,107,105.1020408,100,99.86313268,100.0078765,101.4539252,101.103918,102.2072142,109.4079327,113.6222908,121.7497026,106.7716344,108.8068304,114.7992159,114.40507,112.0804182,112.2735851,108.4782304,104.8840891,106.0252796,105.6319351,106.8136387,107.4096884,
144,Niger,NER,,,,,,,,,,,,,,,,,,,,,230.4878049,187.3239437,221.0526316,258.3333333,227.4509804,205.8823529,226.2295082,225.3521127,201.3157895,184.9315068,165.060241,152.4390244,143.4782609,146.031746,119.1011236,121.4285714,106.0606061,100,99.00990099,93.26923077,100,103.6946213,104.8952372,105.8067865,117.4176217,134.5200107,156.6529162,220.7654343,177.4346692,171.9141479,176.183352,188.5275141,198.4173948,193.8867409,184.7790471,177.0133025,163.057732,164.4070796,162.2141568,159.7317411,169.9936037,
145,Nigeria,NGA,,,,,,,,,,,,,,,,,,,,,181.25,192,163.6363636,155.1724138,154.5454545,143.4782609,70.27027027,72.60273973,60.9375,75.71428571,88.50574713,74.3902439,65.04065041,59.40594059,56.12244898,55.55555556,86.9047619,65.09433962,43.87755102,59.5959596,100,90.58808908,92.0227398,101.5647522,118.7420106,156.2900942,176.7040584,176.9588285,218.2076049,154.555065,184.7845551,219.1600554,224.3545298,223.1600826,211.092987,142.9554505,123.5806379,146.2455786,174.0874355,158.7194879,115.4807964,
143,Nicaragua,NIC,,,,,,,,,,,,,,,,,,,,,162.1621622,139.7590361,123.3333333,138.3561644,176.119403,123.3766234,149.2957746,114.8148148,125.3012048,114.4578313,155,126.5060241,93.02325581,104.6511628,122.8915663,128.8888889,113.9784946,109,113.6842105,105.3763441,100,84.81430228,83.45773151,86.37862309,98.88655213,118.0210865,131.8388821,153.7620851,203.9024469,172.7426004,204.978208,278.5234735,283.1772219,253.0259447,247.8708149,206.5980803,182.4350768,193.6894461,231.6430831,239.5920508,277.8770087,
140,Netherlands,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.8265436,99.2345835,99.38276874,98.9251916,96.46135733,95.87303745,96.06908368,94.03234112,94.98743573,91.76944237,91.78790653,91.24724161,91.68568639,92.92960056,93.77183967,94.27468123,93.45760629,93.52156551,93.55339308,93.53741007,
148,Norway,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95.75757576,90.2173913,91.32321041,101.4583333,122.9968783,140.6965174,135.7279693,155.74977,124.3970315,138.5620915,157.4123989,161.6830797,159.8438855,146.8364832,123.1962762,109.6551724,119.0225564,132.2443182,115.198386,89.20676203,
150,Pakistan,PAK,,,,,,,,,,,,,,,,,,,,,129.4871795,116.6666667,112.9411765,120.7792208,122.7848101,116.4383562,150,135.0649351,124.3902439,114.1176471,108.6956522,105.5555556,104.5454545,107.1428571,107.7777778,119.1919192,120,118.556701,136.0465116,117.2043011,100,81.5647482,77.41587292,72.42728379,69.05315944,61.39677224,57.18262413,53.51936132,47.07693402,52.94646694,52.83135959,50.45370633,48.45622872,46.27624777,48.02084764,49.82010906,52.95781056,52.5416544,52.0959501,54.09782278,56.6158333,
152,Panama,PAN,,,,,,,,,,,,,,,,,,,,,115.3846154,94.59459459,86.95652174,91.42857143,90,102.8985507,100,89.02439024,80,75.28089888,68.75,82.75862069,104.3010753,106.8181818,110.3448276,100,102.0833333,103.125,103.0927835,106.3157895,100,97.04491295,98.01556023,98.45660185,106.4806529,115.1590299,123.3352403,134.6821263,155.557967,142.5379447,154.1546288,180.4503124,184.8061569,180.2139127,176.609953,162.1443795,156.3729839,169.8856847,157.1950512,153.920191,170.4707981,
155,Peru,PER,,,,,,,,,,,,,,,,,,,,,245.5882353,201.3888889,200,193.1506849,195.7142857,170.7692308,129.1666667,128.5714286,139.7590361,119.1489362,114.1414141,107.2164948,117.5257732,110.5263158,118.556701,123.364486,119.4444444,127.184466,111.2244898,103.1578947,100,99.4579263,106.75268,108.8223719,124.0731995,131.6890054,170.9697048,181.2834225,159.6724484,155.5596003,188.0513369,202.9863674,197.3123949,185.4164565,175.4916198,163.4261284,163.0400318,175.2094934,174.4232607,171.4762865,185.50543,
156,Philippines,PHL,,,,,,,,,,,,,,,,,,,,,99.11764706,70.64220183,74.3772242,71.94570136,69.03225806,80.1980198,86.74698795,94.04761905,106.0240964,97.72727273,87.36842105,93.40659341,79.20792079,77.66990291,77.88461538,80.1980198,81.13207547,82.40740741,87.38738739,102.8846154,100,98.65499827,91.98845174,95.11153567,92.02100124,92.29576897,90.59295896,88.50836546,77.83823294,83.20042232,81.16541669,75.11144806,74.96062186,73.519289,76.75187217,82.16603765,82.95317295,81.27652364,78.25050446,79.15322693,82.02161155,
157,Poland,POL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,102.3489523,104.2370093,103.1940753,105.5057585,103.3676898,102.1641393,102.6048941,100.7818741,104.1510694,101.7482396,99.34090465,97.62202442,98.40365896,98.47256161,100.1040102,100.3661511,98.89419785,98.030873,98.49503385,100.7176746,
158,Portugal,PRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.4816877,100.2760969,98.12977516,97.29849932,94.30529757,93.52926145,93.18148006,89.95430815,94.056707,92.54211187,90.98701987,90.6281607,92.08986542,93.19136269,95.96141038,96.81840258,95.49292117,94.81625625,95.11239793,94.76913577,
154,Paraguay,PRY,,,,,,,,,,,,,,,,,,,,,68.18181818,71.85185185,74.35897436,69.02654867,93.51851852,62,58.02469136,87.5,100,120.9876543,103.3707865,103.4883721,94.44444444,103.4482759,125.8823529,118.2795699,118.2795699,118.2795699,109,104.1237113,100,111.0877713,135.6526271,134.0789564,124.6874936,102.3703027,77.68532943,91.48514339,94.4870129,91.54580517,99.02863254,113.2161519,101.4991011,112.2413572,125.1462883,127.2500402,127.6648201,126.1134533,123.3561817,119.0844015,125.6023536,
214,West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.0770054,101.4287021,94.63929656,91.46250063,81.90521103,77.20056277,80.16406907,70.39287273,80.42511736,79.90627205,75.53687251,74.66367853,75.13996146,78.1209865,85.55664373,88.27522198,84.88373662,79.12056186,80.99691816,84.02431818,
161,Romania,ROU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.3845654,102.2667069,103.4762344,106.9281581,106.7255488,107.8358861,107.4367259,106.5755056,107.4838243,108.2624969,109.0672995,108.48827,107.7597105,107.2700143,109.2347139,109.4272442,107.0280961,106.9411577,107.5027324,109.155256,
162,Russian Federation,RUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,96.02374143,93.34055908,100.8435702,114.6561412,138.200621,157.3767838,164.6040213,197.9657292,131.9102272,159.6671482,194.4982951,203.0938004,189.6202605,182.089517,138.4996916,112.904266,127.7385849,149.6990629,151.4072472,123.4757334,
163,Rwanda,RWA,,,,,,,,,,,,,,,,,,,,,56.89655172,46.06060606,67.88321168,84.61538462,88.0952381,60.90225564,78.94736842,39.74358974,48.75,40.82840237,40.22988506,81.11111111,69.14893617,80.68181818,90.42553191,110.1010101,92.30769231,130.6122449,110.3448276,93.25842697,100,91.36751151,91.11407733,92.0990252,96.98466269,118.3068351,131.2709412,137.8773873,169.5314538,156.2342886,183.3281127,168.6445068,153.3396294,154.7378144,154.7637845,154.3954958,162.5106066,171.0749535,164.2049316,165.4751333,178.7583639,
168,Senegal,SEN,,,,,,,,,,,,,,,,,,,,,158.4158416,165.5913978,143.8202247,139.7590361,161.8421053,163.6363636,172.2891566,168.75,166.6666667,171.875,172.2222222,171.4285714,172.2222222,166.6666667,133.0357143,156.25,165.6565657,126.3157895,130.4347826,114.8514851,100,99.17989296,97.68323172,98.52054075,97.54262022,96.40676375,98.20000111,98.64363,96.71101512,96.38120933,100.183511,105.9711641,107.8426145,107.2744165,108.1435851,108.2956845,110.5376533,111.4682619,110.5168342,111.8033481,114.3161681,
60,El Salvador,SLV,,,,,,,,,,,,,,,,,,,,,93.97590361,74.73684211,66.99029126,62.22222222,59,64.77272727,128,88.46153846,88.46153846,83.52941176,84.21052632,84.28571429,74.3902439,77.10843373,97.64705882,121.1111111,113.9784946,113.6842105,111.2244898,105.2083333,100,97.80684699,98.97951433,94.63223388,88.904468,84.26169577,82.14141079,79.97469722,76.27026029,86.16508769,83.57830814,80.5127644,81.74903772,82.79064662,84.62463201,94.58358485,98.47193091,95.86047171,92.10206168,93.64794037,98.20344799,
169,Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,99.00954069,98.87543404,99.09889622,101.3305635,106.0208565,111.6268138,113.6074743,110.4221383,113.3144914,113.2254554,111.7515549,110.8276788,110.2499915,110.3671391,114.9742057,116.8895556,114.4929637,112.4015377,113.6395483,116.002536,
174,Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,97.3039431,98.23186964,100.4721846,102.3882442,102.4700892,99.50590253,97.97728465,94.27559841,97.0656316,93.34014001,91.96647031,90.91230517,90.70497352,92.91155502,92.35860409,93.3594294,94.96981293,94.91799886,93.99368993,95.7328746,
175,Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.2511024,102.9623662,103.063489,101.5447654,98.39575461,98.34538971,97.13669053,95.60687806,99.09049469,95.85950039,94.35868968,93.61127632,94.49271307,95.01054566,95.95970196,96.26105224,95.09268949,94.26874929,95.23636908,99.6385694,
188,Sweden,SWE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.1594583,99.92249127,99.55325836,98.30619347,96.31779035,94.86048764,95.91071346,94.10952503,95.57403036,95.01038307,92.83549928,92.03067597,91.64289161,91.81168221,92.4138947,91.97061395,90.35066989,89.87434458,91.70022918,91.87175632,
64,Eswatini,SWZ,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,102.8331286,105.68821,102.0845369,103.9597744,100.2907691,109.6477282,101.7824721,100.6966708,120.0526739,118.7498367,118.055129,112.094932,109.5430791,109.1042368,109.1956404,120.040588,115.414779,108.3985394,97.2647524,101.517127,
195,Togo,TGO,,,,,,,,,,,,,,,,,,,,,118.2692308,122.7272727,125,126.3157895,136.4864865,138.028169,136.5853659,130.4347826,133.3333333,130.9278351,133.3333333,124.7619048,127.5229358,90.47619048,95.04950495,99.12280702,92.37288136,100,114.8514851,114.1414141,100,37.7125846,30.43680856,24.35044167,29.51131519,21.396719,96.16521015,100.9691841,114.2999918,110.3753563,112.1920624,117.2936985,117.5542836,111.0946678,108.8791237,113.1393194,118.9576091,116.4177485,117.1884755,115.2893286,118.5750166,
193,Thailand,THA,,,,,,,,,,,,,,,,,,,,,151.5625,132.3943662,120.2898551,129.2307692,126.5625,118.0327869,130.5084746,129.2307692,127.3972603,122.0779221,118.5185185,117.6470588,120,119.7674419,121.5909091,116,114.4144144,115.0943396,108.1632653,107.3684211,100,92.01550673,92.06180704,94.17322733,95.85947356,96.6995546,95.62520429,95.93288288,94.06583669,98.77008352,99.03873718,94.24861269,92.93948688,94.47991028,94.3951336,100.5846212,103.0448118,101.2758758,99.10276784,99.18050384,102.3561776,
191,Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,95.91056177,94.67871142,100.1534024,101.5557851,96.20255266,107.0139812,102.1691861,96.00639834,82.80100616,99.47722146,100.9310269,85.31024373,83.74323765,82.69490688,83.34620088,89.56031337,99.93482894,99.89072094,93.70935578,92.71663683,
198,Tunisia,TUN,,,,,,,,,,,,,,,,,,,,,123.5955056,119.2771084,118.4210526,112.5,112.8571429,111.4285714,116,116.25,119.047619,117.8571429,109.1836735,104.040404,97.19626168,95.09803922,93.33333333,95.79831933,99.16666667,96.46017699,96.42857143,97.27272727,100,101.1932498,104.2569551,114.1360689,118.4873608,117.8704647,115.5755517,119.7756026,123.0412887,117.2001417,112.856488,112.7946423,108.3835049,113.5096329,113.4231211,104.2863638,105.8534176,101.748724,100.6849414,100.2620313,103.6933267,
192,Tanzania,TZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.3773585,127.7777778,120,107.4468085,111.4583333,98,100,107.8431373,97.97979798,95.28301887,98.68421053,98.4,99.08256881,100,98.52552369,99.73644163,101.3757002,102.525278,101.2259354,115.7136625,118.0521816,119.3023704,134.0091411,147.8594023,156.621748,155.3311346,145.9900562,142.4383904,160.2160278,172.3805639,168.8977737,164.8609251,174.1552657,200.3124932,
203,Uganda,UGA,,,,,,,,,,,,,,,,,,,,,,,165.2173913,247.1698113,295.6989247,315.625,295.2380952,191.7159763,191.6129032,183.0769231,145.6896552,133.9622642,120.3883495,113.4615385,131.4285714,197.1698113,157.6576577,156,139,120.6185567,100,92.55979272,95.05094185,95.39823544,93.39770312,95.62195161,96.39151994,98.47511798,100.65345,107.5560509,113.7910591,120.8871524,111.3386084,107.0051282,113.7077954,115.9482861,122.9386031,119.5244323,112.0718593,116.4401777,125.1415846,
204,Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,97.64620833,104.6207443,104.3452839,111.1255516,107.111332,103.868558,111.1732994,111.3543634,95.89575768,102.3104612,106.5521884,94.85271948,94.5718131,91.20455628,83.58724924,83.41383171,84.80406224,84.42648404,84.34222607,88.57627357,
208,Uruguay,URY,,,,,,,,,,,,,,,,,,,,,140.6976744,102.5210084,106.6666667,100,106.122449,98.94736842,117.8571429,127.2727273,129.6703297,124.742268,115.8415842,113.7254902,110.6796117,109.0909091,108.9108911,116.1904762,112.2641509,111.4285714,119.3877551,110.7526882,100,104.0425486,102.603005,103.4751931,99.92297211,90.62057634,89.22088572,89.2536115,96.44226885,103.0578448,102.5013837,104.9166011,108.9456597,110.8299343,115.1462913,117.3336141,120.5816946,120.0817953,114.2972566,117.8051008,126.2675366,
207,United States,USA,,,,,,,,,,,,,,,,,,,,,96.7032967,94.50549451,95.40229885,92.04545455,91.86046512,91.76470588,102.2988506,103.125,103.960396,102.9411765,102.7027027,103.6697248,103.6036036,103.8461538,104.6728972,105.1282051,103.4482759,103.7037037,104.8543689,104.950495,100,102.7979275,104.357067,102.8895769,101.2707722,97.18181818,95.92720971,96.5890183,91.79716629,98.98819562,97.08201893,94.59459459,94.68085106,95.34050179,95.86956522,100,100.0834725,99.594485,99.84264359,100.3187251,100,
209,Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,96.61268776,94.61926344,107.2672038,111.7205283,119.9768728,144.6001704,148.198565,167.860628,146.5030092,179.2512849,209.322587,192.1818078,189.6297395,183.6460001,173.8409068,170.3393043,179.2253205,191.7014528,185.1927224,188.1366844,
211,"Venezuela, RB",VEN,,,,,,,,,,,,,,,,,,,,,154.1176471,157.9545455,145.0549451,154.5454545,144.3037975,143.0555556,76.31578947,89.15662651,67.39130435,77.41935484,89.58333333,73.19587629,69,64,63.36633663,63.39285714,73.39449541,70.87378641,50.98039216,68,100,81.62809649,86.08039963,100.9332347,138.2387553,195.5249856,247.7104696,293.685932,446.608907,272.8649771,364.438738,447.0234274,455.5615744,458.5744638,398.9596219,218.9207337,185.4552432,205.0076529,217.1346631,186.4830326,144.1885376,
212,Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,94.81180061,95.57105427,101.0243349,103.2365466,109.0783178,112.7562958,115.009276,121.4311138,121.0190172,126.8636857,126.2725419,126.0064915,125.9419655,128.6784508,131.4520467,136.5073605,136.9864737,134.8489824,138.093187,137.0791238,
106,Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,South Africa,ZAF,,,,,,,,,,,,,,,,,,,,,126.3157895,110.5263158,97.32142857,98.27586207,104.1237113,106.097561,108.6021505,111.8181818,111.1111111,105.6603774,104.3478261,105.3097345,102.5862069,103.6363636,107.2727273,106.0344828,107.4766355,106.6037736,104.040404,102.0408163,100,101.8065887,107.0777928,107.6822642,109.324875,110.9891928,117.8722436,121.5349404,124.4908884,132.3734993,141.2367683,146.2948344,145.2396744,137.5087277,135.833052,140.0047719,144.8522059,151.1375341,146.3721052,152.1459905,165.3513043,
216,Zambia,ZMB,,,,,,,,,,,,,,,,,,,,,222.4719101,163.6363636,120.1834862,154.1666667,162.3529412,186.1538462,204,255.5555556,312.3076923,166.3551402,206.8627451,152.6717557,126.4900662,123.2394366,151.2820513,189.6551724,152.2522523,141.7391304,112.8712871,87.12871287,100,94.57787904,91.94984306,95.75799646,112.7552661,127.2800412,200.021865,198.3923736,179.1857676,160.6390004,199.451745,206.1610233,190.7544426,182.8820551,176.7256532,169.7559966,164.5912704,184.1985303,175.2130879,169.1659834,172.4001538,
